sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
418,Amegilla (Zonamegilla) pulchra,pulchra,HYM35630,-27.454162,153.02059,16,9,1958,4.743,5.958,3.119,3.143,0.276,0.389,0.684,0.64,3.711,1.676,5.186,5.15,Significant,633345.46,0.661398455,205.125,35.27104868,202,1278,5,72.89773441,504,320,-3.822626017,-0.3100702,-0.193217762,0.488475719,-0.350803027,0.311227268,0.053410808,0.133010579,0.104813708,-0.029680436,-0.015286414
419,Amegilla (Zonamegilla) pulchra,pulchra,HYM35631,-27.454162,153.02059,16,9,1958,4.769,5.859,3.053,3.11,0.273,0.391,0.722,0.681,3.63,1.642,4.976,4.927,Significant,633345.46,0.652068821,205.125,35.27104868,202,1278,5,72.89773441,504,320,-3.59965438,0.093514343,-0.339216494,0.352366047,-0.275069811,0.115277138,0.097939052,0.177906008,0.041926893,-0.037762941,0.019378979
420,Amegilla (Zonamegilla) pulchra,pulchra,HYM35633,-27.454162,153.02059,16,9,1958,4.453,5.844,3.052,3.096,0.267,0.394,0.67,0.515,3.609,1.72,4.802,4.842,Significant,633345.46,0.601904092,205.125,35.27104868,202,1278,5,72.89773441,504,320,-3.403341261,-1.214988421,-0.445585836,0.003450303,-0.231732094,0.33745308,0.224816633,0.115358743,0.022509649,0.035451715,-0.018412073
421,Amegilla (Zonamegilla) pulchra,pulchra,HYM35548,-27.454162,153.02059,22,9,1959,5.207,5.957,3.085,3.102,0.274,0.384,0.695,0.62,3.777,1.707,5.36,5.259,Significant,633345.46,0.668306694,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-3.91975142,-0.505787398,-0.028415163,0.543604539,-0.342186817,0.19380131,0.040142595,0.20074286,0.063926954,-0.062309188,-0.011569681
422,Amegilla (Zonamegilla) pulchra,pulchra,HYM35619,-27.454162,153.02059,22,9,1959,4.73,5.655,2.724,2.834,0.258,0.371,0.621,0.552,3.635,1.717,4.909,4.933,Significant,633345.46,0.573401794,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-2.899896468,-1.090599372,-0.058375896,0.524341007,-0.049178289,0.304873474,0.235997819,0.261189331,-0.152160413,0.06563791,0.097391281
423,Amegilla (Zonamegilla) pulchra,pulchra,HYM35620,-27.454162,153.02059,22,9,1959,4.869,5.828,2.973,2.969,0.291,0.364,0.711,0.69,3.497,1.725,5.117888889,5.074555556,Significant,633345.46,0.654720819,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-3.601647829,0.144755851,0.048045106,0.400202249,0.038195911,0.215307516,-0.253261935,-0.010201594,-0.059348606,-0.012176081,0.050809502
424,Amegilla (Zonamegilla) pulchra,pulchra,HYM35622,-27.454162,153.02059,22,9,1959,4.608,5.395,2.632,2.685,0.225,0.335,0.602,0.612,3.483,1.571,4.881,4.792,Significant,633345.46,0.525698748,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-2.110378141,-0.66485803,0.234493777,0.743354121,-0.418594207,0.047515949,0.498889302,0.242078371,-0.05762569,-0.022554902,0.130580328
425,Amegilla (Zonamegilla) pulchra,pulchra,HYM35623,-27.454162,153.02059,22,9,1959,4.783,5.714,2.786,2.798,0.242,0.371,0.613,0.666,3.725,1.782,4.934,4.998,Significant,633345.46,0.610003578,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-2.95161172,-0.330775986,0.08400011,0.945839361,-0.047715657,0.196289494,0.686402942,0.161715547,-0.040463277,0.056964317,0.102572901
426,Amegilla (Zonamegilla) pulchra,pulchra,HYM35625,-27.454162,153.02059,22,9,1959,4.466,5.279,2.633,2.589,0.238,0.355,0.56,0.564,3.391,1.638,4.842,4.772,Significant,633345.46,0.508238484,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-2.079610982,-1.086854633,0.040731877,0.772256222,-0.109089134,0.242561425,0.315182846,0.067221481,-0.038468662,-0.017285301,0.055576812
427,Amegilla (Zonamegilla) pulchra,pulchra,HYM35626,-27.454162,153.02059,22,9,1959,4.67,5.675,2.83,2.845,0.245,0.371,0.661,0.596,3.584,1.691,5.103,5.078,Significant,633345.46,0.589876121,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-3.027076847,-0.77085195,0.03746172,0.645286455,-0.30429596,-0.047404384,0.330121351,0.145578058,-0.051872348,0.017286664,0.072965816
428,Amegilla (Zonamegilla) pulchra,pulchra,HYM35627,-27.454162,153.02059,22,9,1959,4.62,5.666,2.858,2.923,0.267,0.383,0.681,0.506,3.655,1.715,5.062,5.075,Significant,633345.46,0.584407357,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-3.323137718,-1.365508427,-0.145217243,0.263440249,-0.133651777,0.098827947,0.008953105,0.287454245,-0.107361712,0.052351568,-0.016305725
429,Amegilla (Zonamegilla) pulchra,pulchra,HYM35628,-27.454162,153.02059,22,9,1959,4.988,5.696,2.878,2.952,0.258,0.367,0.697,0.652,3.663,1.634,5.106,5.023,Significant,633345.46,0.617691223,196.4583333,35.28837057,194,1472,9,64.47346951,648,122,-3.240520778,-0.232077738,0.013859009,0.553435374,-0.321664556,-0.004074133,0.172949221,0.300669707,-0.03679844,-0.036032822,0.042007789
430,Amegilla (Zonamegilla) pulchra,pulchra,HYM35344,-27.454162,153.02059,17,9,1964,4.484,5.358,2.782,2.811,0.272,0.381,0.598,0.642,3.365,1.158,4.873,4.878,Significant,633345.46,0.527793554,199.375,36.0937004,197,1362,26,71.74651669,663,117,-2.328987785,-0.228738107,-0.528644967,0.770366537,-0.684092547,0.435111075,-0.650651652,0.429531229,0.297837214,0.0324696,0.090659445
431,Amegilla (Zonamegilla) pulchra,pulchra,HYM35345,-27.454162,153.02059,17,9,1964,4.106,4.906,2.518,2.576,0.218,0.324,0.593,0.599,2.966,1.402,4.382,4.396,Significant,633345.46,0.418961571,199.375,36.0937004,197,1362,26,71.74651669,663,117,-1.091182475,-0.598406819,-0.059961986,0.379667521,-0.49165074,-0.047773948,0.264846087,-0.010942813,-0.096820248,0.045624785,0.042438558
432,Amegilla (Zonamegilla) pulchra,pulchra,HYM35358,-27.454162,153.02059,10,9,1965,4.847,5.781,2.978,2.989,0.305,0.385,0.662,0.635,3.676,1.66,5.088,4.985,Significant,633345.46,0.647129584,198.3333333,35.75106836,203,1022,14,81.84469896,442,442,-3.649331287,-0.290821597,-0.2364634,0.42623423,0.116502075,0.595071554,-0.427196337,0.247219953,0.048448515,-0.063932326,-0.000569997
433,Amegilla (Zonamegilla) pulchra,pulchra,HYM35359,-27.454162,153.02059,10,9,1965,4.316,5.497,2.833,2.838,0.268,0.384,0.642,0.579,3.289,1.573,4.948,4.894,Significant,633345.46,0.553916172,198.3333333,35.75106836,203,1022,14,81.84469896,442,442,-2.785564247,-0.778713133,-0.332580654,0.447081658,-0.213489663,0.183976463,-0.229085302,-0.028301561,-0.028957568,-0.003802196,0.024086471
434,Amegilla (Zonamegilla) pulchra,pulchra,HYM35360,-27.454162,153.02059,10,9,1965,4.669,5.815,2.992,3.101,0.258,0.417,0.666,0.59,3.647,1.657,5.136,5.003,Significant,633345.46,0.620891081,198.3333333,35.75106836,203,1022,14,81.84469896,442,442,-3.493077904,-0.768304221,-0.515579202,0.583843166,-0.41694993,0.139472441,0.244861517,0.147363181,-0.015480948,-0.079435464,-0.0050114
435,Amegilla (Zonamegilla) pulchra,pulchra,HYM35380,-21.15,149.18,10,1,1965,4.561,5.658,2.974,2.984,0.242,0.369,0.707,0.693,3.285,1.606,5.105,5.05,Significant,633345.46,0.599194839,232,30.73678578,170,1075,1,93.04221475,500,64,-3.026124482,0.087404658,-0.054812928,0.588540029,-0.60994257,-0.265814899,0.243116524,-0.195973663,-0.015301664,-0.027768262,0.017730446
436,Amegilla (Zonamegilla) pulchra,pulchra,HYM35381,-21.15,149.18,11,1,1965,4.583,5.434,2.865,2.892,0.266,0.355,0.635,0.599,3.295,1.547,4.793,4.731,Significant,633345.46,0.546210565,232,30.73678578,170,1075,1,93.04221475,500,64,-2.589907343,-0.546923475,-0.165669522,0.257260074,-0.285118904,0.338801271,-0.12971705,0.011468042,0.008368421,-0.030986029,-0.025183517
437,Amegilla (Zonamegilla) pulchra,pulchra,HYM35383,-33.87,151.27,11,1,1965,4.702,5.748,3.089,3.087,0.246,0.385,0.704,0.55,1.199,0.564,5.156,5.196,Significant,633345.46,0.418022468,175.5833333,31.86418662,158,836,13,65.8648343,285,261,-1.448962745,-0.531082388,-1.168983209,-0.087278674,-2.689450341,-0.644810861,-2.109899874,-1.629004807,0.245878855,0.201327241,0.545166272
438,Amegilla (Zonamegilla) pulchra,pulchra,HYM35473,-27.37,153.02,8,9,1965,4.607,5.643,3.035,3.046,0.243,0.391,0.722,0.464,3.519,1.611,4.922,4.911,Significant,633345.46,0.560288122,198.0833333,35.63228483,203,1080,16,77.37959771,447,447,-3.161202996,-1.585613205,-0.415226044,-0.110106924,-0.627418689,-0.216241628,0.253268205,0.193433985,0.049735085,0.011706072,-0.075991484
439,Amegilla (Zonamegilla) pulchra,pulchra,HYM35474,-27.37,153.02,15,9,1966,4.502,5.627,2.944,3.062,0.262,0.364,0.703,0.51,3.485,1.597,4.986,4.989,Significant,633345.46,0.563815446,195.5,36.26867335,199,1249,17,54.33921362,475,346,-3.156700938,-1.199463697,-0.137166322,-0.026582483,-0.508097842,0.05995644,-0.072250793,0.200007594,-0.072829134,0.036916446,-0.064371313
440,Amegilla (Zonamegilla) pulchra,pulchra,HYM35477,-27.37,153.02,15,9,1966,4.831,5.842,3.139,3.115,0.252,0.384,0.713,0.643,3.748,1.589,5.355,5.116,Significant,633345.46,0.650035509,195.5,36.26867335,199,1249,17,54.33921362,475,346,-3.656609041,-0.308540965,-0.113673595,0.556565466,-0.700219785,-0.069317018,0.259804331,0.256529865,0.196285421,-0.180382303,-0.039786677
441,Amegilla (Zonamegilla) pulchra,pulchra,HYM35484,-27.37,153.02,4,10,1966,5.338,6.346,3.205,3.365,0.275,0.401,0.754,0.639,3.938,1.803,4.44904,4.641194444,Significant,633345.46,0.708653102,195.5,36.26867335,199,1249,17,54.33921362,475,346,-4.059378979,-0.092700908,-0.6121139,-0.291784,-0.106655683,0.385981144,0.682355803,0.367131527,0.031890184,0.117243962,0.136118742
442,Amegilla (Zonamegilla) pulchra,pulchra,HYM35542,-27.47,153.02,4,10,1966,4.758,5.869,3.108,3.156,0.272,0.385,0.705,0.702,3.641,1.675,1.5146,4.709916667,Significant,633345.46,0.527889745,196.875,36.31352193,199,-25769803764,-2147483647,0,-6442450941,-6442450941,-2.476867415,0.762271874,-1.325224066,-1.120925522,0.478142885,0.887814245,1.155160737,0.377009655,0.437781692,2.135083287,-0.097297027
443,Amegilla (Zonamegilla) pulchra,pulchra,K.316268,-27.454162,153.02059,7,8,1968,3.538,4.568,2.556,2.218,0.21,0.296,0.631,0.538,2.763,1.557,3.544,3.639,Significant,633345.46,0.360476239,200.7916667,39.60348171,198,1044,7,115.0985474,600,147,-0.296825509,-0.870861492,-0.114048534,-0.558360867,0.19116529,-0.241528472,0.647372632,-0.158543225,0.085706935,0.050414997,0.012689236
444,Amegilla (Zonamegilla) pulchra,pulchra,K.316314,-33.498214,150.522244,17,11,1968,3.183,4.549,2.613,2.33,0.243,0.291,0.594,0.676,2.728,1.394,3.34,3.609,Significant,633345.46,0.379582505,136.25,48.26122495,228,1010,14,104.6106785,505,103,-0.319400802,0.309850062,-0.258110021,-0.379482072,0.251943847,0.328870819,0.182751625,-0.129489513,0.230231315,0.137638925,-0.032327567
445,Amegilla (Zonamegilla) pulchra,pulchra,K.316315,-33.8558,151.1033,26,11,1968,3.507,4.696,2.623,2.311,0.248,0.29,0.506,0.68,2.793,1.484,3.593,3.511,Significant,633345.46,0.411032469,176.2916667,41.3740349,183,672,8,92.72279755,309,94,-0.375935666,0.18657139,-0.13964848,-0.049399069,0.397009103,0.783072112,0.277366583,-0.27632458,0.241335101,-0.11336203,0.047432518
446,Amegilla (Zonamegilla) pulchra,pulchra,K.316319,-33.8558,151.1033,15,1,1980,3.331,4.372,2.41,2.233,0.247,0.269,0.571,0.543,2.666,1.569,3.616,3.643,Significant,633345.46,0.338603789,184.625,36.65954003,170,626,7,68.31338871,249,101,-0.217438591,-0.794056724,0.11583898,-0.52961725,0.533960973,0.352322618,0.027828937,-0.200389913,-0.135960389,0.017493607,-0.092821262
447,Amegilla (Zonamegilla) pulchra,pulchra,K.316320,-33.8743,151.2135,21,4,1980,3.527,4.558,2.385,2.222,0.216,0.258,0.612,0.695,2.739,1.579,3.96,3.689,Significant,633345.46,0.396065904,183.9166667,35.39705339,161,744,8,66.17036224,278,136,-0.275504845,0.255221965,0.446798405,-0.003152369,0.243890573,-0.136444357,0.546719412,-0.224380806,-0.172795432,-0.187572007,0.089405681
448,Amegilla (Zonamegilla) pulchra,pulchra,K.316281,-33.75,151.13,19,1,1981,3.366,4.378,2.429,2.105,0.206,0.25,0.568,0.632,2.603,1.503,3.515,3.481,Significant,633345.46,0.33578801,173.0833333,39.66255231,179,1178,11,61.51513059,407,142,0.319818196,-0.17956853,0.289445227,-0.281539341,0.202455563,0.006856653,0.644830534,-0.291212183,0.058842813,-0.047742622,0.047074579
449,Amegilla (Zonamegilla) pulchra,pulchra,K.316295,-29.62,153.33,28,1,1982,2.857,4.195,2.366,2.134,0.206,0.245,0.557,0.617,2.488,1.292,3.271,3.315,Significant,633345.46,0.281507398,194.875,37.19157891,169,1326,36,54.90481582,576,178,0.783215056,-0.173313799,0.071313177,-0.454527611,-0.046199479,0.101203077,0.413131727,-0.135824433,0.103702348,0.012444357,0.033675466
450,Amegilla (Zonamegilla) pulchra,pulchra,K.316299,-33.269875,150.685922,25,2,1984,2.812,4.315,2.396,2.043,0.195,0.221,0.603,0.478,2.694,1.579,3.462,3.518,Significant,633345.46,0.291227287,148.625,40.6709996,192,1297,25,75.52364951,617,149,0.398136381,-1.314358518,0.598498726,-0.829622346,0.186256118,-0.207528134,0.754631205,-0.105477329,0.000371413,0.038735932,0.00253478
451,Amegilla (Zonamegilla) pulchra,pulchra,K.316270,-33.781806,151.255983,2,11,1986,3.386,4.582,2.498,2.145,0.21,0.266,0.601,0.65,2.699,1.542,3.473,3.525,Significant,633345.46,0.373057818,174.0833333,34.01031298,149,1137,22,82.2981858,410,338,-0.01020161,-0.020107531,0.162483874,-0.327813386,0.27364062,-0.06919551,0.720382401,-0.250237208,0.101226868,0.011575938,0.117362514
452,Amegilla (Zonamegilla) pulchra,pulchra,K.316277,-33.95,151.12,18,2,1986,3.431,4.686,2.565,2.341,0.23,0.281,0.545,0.707,2.624,1.586,3.65,3.605,Significant,633345.46,0.404533576,172.875,34.55679202,154,1067,17,92.4699695,396,343,-0.331841507,0.364381511,0.046999641,-0.031762347,0.317477355,0.397560622,0.531297455,-0.534819955,0.003371592,-0.07001604,0.04279687
453,Amegilla (Zonamegilla) pulchra,pulchra,K.316303,-35.13,150.63,16,2,1987,3.198,4.576,2.682,2.225,0.232,0.273,0.604,0.642,2.781,1.558,3.528,3.648,Significant,633345.46,0.393924705,172.0416667,33.07595951,168,1130,28,43.98656629,367,367,-0.43368675,-0.0334212,0.106857068,-0.433598325,0.372831924,0.150860637,0.456078169,-0.259114088,0.268098189,0.021340822,-0.054641487
454,Amegilla (Zonamegilla) pulchra,pulchra,K.316304,-35.13,150.63,16,2,1987,3.509,4.56,2.614,2.214,0.213,0.255,0.65,0.603,2.792,1.503,3.75,3.657,Significant,633345.46,0.381701308,172.0416667,33.07595951,168,1130,28,43.98656629,367,367,-0.321531478,-0.318676738,0.332758944,-0.545834902,0.056893246,-0.247602291,0.532945487,-0.107023883,0.181865877,-0.095691848,0.01088163
455,Amegilla (Zonamegilla) pulchra,pulchra,K.316308,-29.388467,153.361164,17,11,1987,3.204,4.293,2.561,2.008,0.245,0.279,0.649,0.57,2.485,1.461,3.351,3.38,Significant,633345.46,0.339328682,199.2916667,33.13259871,175,1717,6,64.00794326,711,451,0.00152304,-0.427537132,-0.161354937,-0.882151311,0.605795696,-0.11186954,-0.082186836,-0.259785415,0.230724506,-0.01127829,-0.012251404
456,Amegilla (Zonamegilla) pulchra,pulchra,K.316283,-31.782,152.535,6,12,1990,3.61,4.514,2.531,2.253,0.257,0.266,0.572,0.682,2.658,1.586,3.51,3.556,Significant,633345.46,0.394416441,188.7083333,38.48509362,172,1637,19,66.76184423,824,258,-0.367543392,0.305761513,0.12211088,-0.365144759,0.682899159,0.510944851,0.099096228,-0.351272694,0.011484287,-0.008790445,-0.041954543
457,Amegilla (Zonamegilla) pulchra,pulchra,K.316285,-33.885,151.2261,15,11,1990,3.519,4.582,2.673,2.243,0.247,0.267,0.633,0.698,2.787,1.582,3.503,3.517,Significant,633345.46,0.420795771,177.625,36.98092132,170,1540,31,60.59387428,674,357,-0.55896253,0.479341518,0.130780294,-0.525913897,0.5870804,0.191836071,0.321578235,-0.227084993,0.203640048,-0.057566817,-0.042111075
458,Amegilla (Zonamegilla) pulchra,pulchra,K.316307,-35.13,150.63,13,11,1990,3.192,4.4,2.474,2.02,0.23,0.251,0.547,0.579,2.638,1.567,3.361,3.434,Significant,633345.46,0.338034116,174,35.80153628,163,1536,31,67.3289024,612,375,0.205229248,-0.544213607,0.235809059,-0.516781344,0.595431285,0.325700969,0.390469425,-0.289670266,0.156568424,0.018975236,0.034459925
459,Amegilla (Zonamegilla) pulchra,pulchra,K.316313,-33.27,151.47,7,11,1990,3.646,4.554,2.649,2.206,0.228,0.278,0.565,0.695,2.752,1.522,3.617,3.638,Significant,633345.46,0.401097437,181.4583333,39.14367676,184,1679,28,67.70981227,783,353,-0.303064516,0.292058679,0.086683251,-0.082816042,0.316773581,0.248281674,0.500933092,-0.327648192,0.285133366,-0.05346407,-0.027437569
460,Amegilla (Zonamegilla) pulchra,pulchra,K.316300,-33.335592,149.429686,9,1,2003,3.39,4.437,2.553,2.137,0.223,0.306,0.566,0.657,2.674,1.58,3.631,3.573,Significant,633345.46,0.379093873,140.8333333,52.65822717,266,632,14,58.77365089,199,199,-0.212366656,-0.062565749,-0.159829228,-0.020771342,0.471433544,0.06579246,0.54474811,-0.40171343,0.142526175,-0.092996884,-0.041840989
461,Amegilla (Zonamegilla) pulchra,pulchra,K.316312,-33.4672,151.435,1,3,2003,3.63,4.613,2.612,2.145,0.224,0.271,0.667,0.52,2.814,1.612,3.574,3.66,Significant,633345.46,0.3790685,181.7916667,34.53588613,168,1072,5,53.47817089,426,193,-0.483303254,-0.92811125,0.171181172,-0.850700091,0.396233029,-0.255089695,0.463884811,-0.105160999,0.151080771,0.04238595,0.02272223
462,Amegilla (Zonamegilla) pulchra,pulchra,K.290908,-33.5639,151.07,14,1,2006,3.578,4.703,2.658,2.213,0.249,0.286,0.582,0.654,2.706,1.569,3.768,3.701,Significant,633345.46,0.421899505,169.8333333,42.57803294,193,872,14,51.21724234,290,250,-0.627525225,0.013851528,0.04880489,-0.23475528,0.499341359,0.315816844,0.141569526,-0.396766244,0.206097055,-0.087071497,0.043045687
463,Amegilla (Zonamegilla) pulchra,pulchra,K.290888,-24.35,151.9333,13,1,2007,3.383,4.515,2.413,2.218,0.199,0.253,0.554,0.64,2.72,1.486,3.736,3.662,Significant,633345.46,0.351821867,225.4090909,32.8016201,162,892,1,70.21260911,337,192,0.130419317,-0.19762791,0.369117568,-0.028530806,-0.042020839,0.037760648,0.744703526,-0.212065041,-0.005113777,-0.060969137,0.077190901
464,Amegilla (Zonamegilla) pulchra,pulchra,K.290895,-26.9861,153.1325,15,1,2007,3.482,4.457,2.563,2.202,0.19,0.286,0.557,0.67,2.768,1.578,3.575,3.6,Significant,633345.46,0.367451629,209.3636364,34.66468658,196,994,2,47.99577006,322,212,0.004695646,-0.02631153,0.0663998,0.068298872,0.102150336,-0.077676784,1.119065837,-0.349265503,0.163115781,-0.047322037,-0.054019454
465,Amegilla (Zonamegilla) pulchra,pulchra,K.290902,-27.378689,152.812047,26,1,2007,3.163,4.498,2.534,2.24,0.223,0.249,0.643,0.67,2.774,1.543,3.387,3.419,Significant,633345.46,0.378522048,200.3636364,37.63586956,222,739,1,51.91419723,274,105,-0.151101482,0.273303977,0.246405593,-0.63293195,0.359502294,-0.024984199,0.605043891,-0.093224043,0.062422253,-0.020133663,0.005505413
466,Amegilla (Zonamegilla) pulchra,pulchra,K.290914,-23.37805,150.51361,12,1,2007,2.957,4.246,2.38,1.949,0.232,0.284,0.511,0.596,2.644,1.508,3.458,3.414,Significant,633345.46,0.325053868,231.7272727,36.59816416,196,689,1,81.64795497,292,175,0.318033189,-0.512038129,-0.064755948,-0.120073016,0.666817678,0.360620888,0.275912323,-0.230594287,0.149089032,-0.061489255,0.012967707
467,Amegilla (Zonamegilla) pulchra,pulchra,K.290915,-23.37805,150.51361,12,1,2007,3.198,4.311,2.328,2.029,0.213,0.258,0.57,0.589,2.703,1.503,3.417,3.383,Significant,633345.46,0.321725854,231.7272727,36.59816416,196,689,1,81.64795497,292,175,0.380422099,-0.49166318,0.174282137,-0.383136453,0.413857892,0.039354942,0.555615973,-0.062621807,0.011953036,-0.032500301,0.071844513
468,Amegilla (Zonamegilla) pulchra,pulchra,K.290934,-30.8444,151.2,11,4,2007,3.468,4.464,2.61,2.102,0.171,0.258,0.632,0.505,2.73,1.582,3.39,3.465,Significant,633345.46,0.324861194,141.8181818,46.31035263,245,807,11,61.16558057,285,116,0.229009123,-1.146426934,0.229581176,-0.769783718,-0.060155564,-0.52946235,1.254071573,-0.223895397,0.239667258,0.011220308,0.007713535
